numero_de_ordem,anomes,cod_ncm,pais_de_origem,descricao_do_produto,peso_liquido,vmle_dolar
OP-1000182,2024-02,30049099,ARGENTINA,MEDICAMENTO PARA USO HUMANO A BASE DE CLORIDRATO DE ONDANSETRONA 8MG COMPRIMIDOS CX C/ 30 UNIDADES EMBALAGEM PADRAO PALETIZADA,0.075,14.58
OP-1000183,2023-02,30049099,JAPAO,MEDICAMENTO PARA USO HUMANO A BASE DE CLORIDRATO DE ONDANSETRONA 8MG COMPRIMIDOS CX C/ 30 UNIDADES EMBALAGEM PADRAO PALETIZADA,0.108,14.73
OP-1000488,2023-06,08109000,ESTADOS UNIDOS,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTRAS FRUTAS FRESCAS,411.009,6716.74
OP-1000296,2024-03,52083200,INDIA,TECIDO DE ALGODAO 100% TINTO EM LONA LIGAMENTO TELA LARGURA 1.60 M GRAMATURA 280 G/M2 DESTINADO A CONFECCAO LOTE 470/21 EMBALAGEM PADRAO PALETIZADA,609.928,3335.27
OP-1000323,2023-07,22042100,ALEMANHA,VINHO FINO TINTO SECO ELABORADO COM UVAS CABERNET SAUVIGNON SAFRA 2022 TEOR ALCOLICO 13.5% VOL GARRAFAS 750ML,1203.351,3977.79
OP-1000392,2024-04,87083090,ITALIA,PASTILHA DE FREIO A DISCO DIANTEIRO ISENTA DE AMIANTO COMPATIVEL COM PICK-UP REF FP-882 JOGO C/ 4 PECAS EMBALAGEM PADRAO PALETIZADA,2.73,41.68
OP-1000363,2023-01,87082999,ARGENTINA,PAINEL LATERAL EXTERNO ESTAMPADO EM CHAPA DE ACO GALVANIZADO PARA CARROCERIA DE VEICULO AUTOMOTOR COD PECA 517823 LOTE 402/24 EMBALAGEM PADRAO PALETIZADA,17.247,129.29
OP-1000328,2023-01,22042100,FRANCA,VINHO FINO TINTO SECO ELABORADO COM UVAS CABERNET SAUVIGNON SAFRA 2022 TEOR ALCOLICO 13.5% VOL GARRAFAS 750ML EMBALAGEM PADRAO PALETIZADA,1554.565,5493.02
OP-1000334,2023-03,09011110,ALEMANHA,CAFE CRU EM GRAO NAO DESCAFEINADO TIPO ARABICA SAFRA RECENTE SACAS DE JUTA DE 60 KG LOTE 544/23 EMBALAGEM PADRAO PALETIZADA,13711.076,40933.76
OP-1000316,2023-03,62034200,CHINA,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS EMBALAGEM PADRAO PALETIZADA,94.765,1453.86
OP-1000378,2023-06,87082999,FRANCA,PAINEL LATERAL EXTERNO ESTAMPADO EM CHAPA DE ACO GALVANIZADO PARA CARROCERIA DE VEICULO AUTOMOTOR COD PECA 517823,14.812,161.03
OP-1000166,2024-04,85365090,ESTADOS UNIDOS,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL LOTE 554/21 EMBALAGEM PADRAO PALETIZADA,0.571,31.7
OP-1000435,2024-11,72139910,JAPAO,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTROS FIOS-MÁQUINA DE FERRO OU AÇO NÃO LIGADO, COM UM TEOR DE CARBONO SUPERIOR OU IGUAL A 0,6 %, EM PESO",47.42,9216.68
OP-1000376,2024-03,87082999,ARGENTINA,PAINEL LATERAL EXTERNO ESTAMPADO EM CHAPA DE ACO GALVANIZADO PARA CARROCERIA DE VEICULO AUTOMOTOR COD PECA 517823 LOTE 986/23 EMBALAGEM PADRAO PALETIZADA,15.854,95.62
OP-1000330,2023-08,09011110,ALEMANHA,CAFE CRU EM GRAO NAO DESCAFEINADO TIPO ARABICA SAFRA RECENTE SACAS DE JUTA DE 60 KG EMBALAGEM PADRAO PALETIZADA,14718.925,44920.81
OP-1000003,2023-07,84818099,INDIA,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL LOTE 818/24,13.861,403.75
OP-1000175,2023-12,30049099,INDIA,MEDICAMENTO PARA USO HUMANO A BASE DE CLORIDRATO DE ONDANSETRONA 8MG COMPRIMIDOS CX C/ 30 UNIDADES,0.131,12.89
OP-1000464,2024-07,51012900,INDIA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTRAS LÃS DESENGORDURADAS NÃO CARBONIZADAS, NÃO CARDADAS,  NÃO PENTEADAS",161.481,2740.84
OP-1000200,2024-08,30022029,INDIA,VACINA PARA USO VETERINARIO INATIVADA CONTRA CLOSTRIDIOSE EM FRASCO AMPOLA CONTENDO 50 DOSES 100ML,0.177,10.0
OP-1000222,2024-05,39012010,INDIA,RESINA POLIETILENO DE ALTA DENSIDADE (PEAD) VIRGEM EM PELETS GRAU SOPRO INDICE FLUIDEZ 0.3 G/10MIN DENSIDADE 0.954 LOTE 619/21,27416.603,48762.29
OP-1000006,2024-06,84818099,FRANCA,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL EMBALAGEM PADRAO PALETIZADA,19.779,459.54
OP-1000132,2024-10,85044021,ARGENTINA,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN LOTE 489/23 EMBALAGEM PADRAO PALETIZADA,0.853,34.37
OP-1000105,2023-10,85423190,COREIA DO SUL,CIRCUITO INTEGRADO MICROCONTROLADOR SMD 32 BITS NUCLEO ARM CORTEX-M4 FLASH 512KB ENCAPSULAMENTO LQFP-64 LOTE 161/21 EMBALAGEM PADRAO PALETIZADA,0.002,4.31
OP-1000380,2024-05,87083090,INDIA,PASTILHA DE FREIO A DISCO DIANTEIRO ISENTA DE AMIANTO COMPATIVEL COM PICK-UP REF FP-882 JOGO C/ 4 PECAS,3.64,37.13
OP-1000346,2024-02,18063210,INDIA,CHOCOLATE EM TABLETES CONTENDO CACAU RECHEADO EM EMBALAGENS DE 100G PARA CONSUMO DIRETO,410.927,2263.36
OP-1000053,2023-08,84821010,FRANCA,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO EMBALAGEM PADRAO PALETIZADA,0.143,4.54
OP-1000174,2023-07,30049099,INDIA,MEDICAMENTO PARA USO HUMANO A BASE DE CLORIDRATO DE ONDANSETRONA 8MG COMPRIMIDOS CX C/ 30 UNIDADES,0.083,10.31
OP-1000442,2023-04,76061190,ALEMANHA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTRAS CHAPAS/TIRAS DE ALUMÍNIO NÃO LIGADO, ESPESSURA > 0.2. MM, QUADRADA/RETANGULAR",225.334,3174.63
OP-1000114,2023-09,85423919,FRANCA,AMPLIFICADOR OPERACIONAL DE BAIXO RUIDO DUPLO TIPO SOIC-8 ALIMENTACAO 5V A 15V EMBALAGEM PADRAO PALETIZADA,0.001,1.01
OP-1000110,2023-10,85423919,MEXICO,AMPLIFICADOR OPERACIONAL DE BAIXO RUIDO DUPLO TIPO SOIC-8 ALIMENTACAO 5V A 15V LOTE 579/23 EMBALAGEM PADRAO PALETIZADA,0.001,1.18
OP-1000266,2024-07,38089199,JAPAO,INSETICIDA AGRICOLA FORMULACAO SUSPENSAO CONCENTRADA A BASE DE TIAMETOXAM 350 G/L GL COM 5 LITROS EMBALAGEM PADRAO PALETIZADA,4.921,135.32
OP-1000423,2024-02,28418010,ITALIA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A TUNGSTATO (VOLFRAMATO) DE AMÔNIO,161.579,4191.75
OP-1000198,2024-03,30022029,CHINA,VACINA PARA USO VETERINARIO INATIVADA CONTRA CLOSTRIDIOSE EM FRASCO AMPOLA CONTENDO 50 DOSES 100ML EMBALAGEM PADRAO PALETIZADA,0.183,7.82
OP-1000344,2024-12,18063210,ALEMANHA,CHOCOLATE EM TABLETES CONTENDO CACAU RECHEADO EM EMBALAGENS DE 100G PARA CONSUMO DIRETO,348.169,1985.05
OP-1000146,2023-06,85044021,COREIA DO SUL,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN EMBALAGEM PADRAO PALETIZADA,1.275,43.16
OP-1000457,2024-01,26020010,COREIA DO SUL,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A MINÉRIOS DE MANGANÊS E SEUS CONCENTRADOS, INCLUINDO OS MINÉRIOS DE MANGANÊS FERRUGINOSOS E SEUS CONCENTRADOS, DE TEOR EM MANGANÊS DE 20 % OU MAIS, EM PESO, SOBRE O PRODUTO SECO, AGLOMERADOS",87.231,2186.43
OP-1000382,2023-10,87083090,ITALIA,PASTILHA DE FREIO A DISCO DIANTEIRO ISENTA DE AMIANTO COMPATIVEL COM PICK-UP REF FP-882 JOGO C/ 4 PECAS LOTE 133/24,4.293,22.18
OP-1000084,2023-06,84137090,ESTADOS UNIDOS,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX LOTE 210/21 EMBALAGEM PADRAO PALETIZADA,42.459,1835.93
OP-1000398,2024-10,87089990,INDIA,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 108/23 EMBALAGEM PADRAO PALETIZADA,4.872,60.22
OP-1000180,2024-07,30049099,ARGENTINA,MEDICAMENTO PARA USO HUMANO A BASE DE CLORIDRATO DE ONDANSETRONA 8MG COMPRIMIDOS CX C/ 30 UNIDADES LOTE 153/22,0.07,12.48
OP-1000434,2024-02,88079000,FRANCA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTRAS PARTES PARA VEÍCULOS AÉREOS/ESPACIAIS,480.631,9726.96
OP-1000091,2024-10,84137090,MEXICO,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX,46.476,1660.25
OP-1000448,2023-06,90104100,CHINA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A APARELHOS PARA INSCRIÇÃO EM DISCO (""WAFERS"")",476.096,8553.28
OP-1000461,2024-02,70194000,ITALIA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A TECIDOS DE MECHAS LIGEIRAMENTE TORCIDAS (ROVINGS), DE FIBRAS DE VIDRO",321.684,7982.12
OP-1000326,2023-01,22042100,CHINA,VINHO FINO TINTO SECO ELABORADO COM UVAS CABERNET SAUVIGNON SAFRA 2022 TEOR ALCOLICO 13.5% VOL GARRAFAS 750ML LOTE 962/22,1460.678,2927.45
OP-1000124,2024-05,85423919,MEXICO,AMPLIFICADOR OPERACIONAL DE BAIXO RUIDO DUPLO TIPO SOIC-8 ALIMENTACAO 5V A 15V LOTE 239/21,0.001,0.78
OP-1000016,2024-08,84818099,COREIA DO SUL,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL LOTE 641/23 EMBALAGEM PADRAO PALETIZADA,16.883,257.28
OP-1000064,2024-10,84822010,ITALIA,ROLAMENTO DE ROLOS CONICOS SERIE METRICA REF 32210 DIMENSAO 50X90X24.75 MM APLICACAO TRANSMISSAO AUTOMOTIVA EMBALAGEM PADRAO PALETIZADA,0.908,19.15
OP-1000375,2023-06,87082999,COREIA DO SUL,PAINEL LATERAL EXTERNO ESTAMPADO EM CHAPA DE ACO GALVANIZADO PARA CARROCERIA DE VEICULO AUTOMOTOR COD PECA 517823 LOTE 650/22 EMBALAGEM PADRAO PALETIZADA,17.358,136.24
OP-1000259,2023-10,38089199,FRANCA,INSETICIDA AGRICOLA FORMULACAO SUSPENSAO CONCENTRADA A BASE DE TIAMETOXAM 350 G/L GL COM 5 LITROS LOTE 967/21,6.969,127.5
OP-1000238,2023-04,39233090,INDIA,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881,1085.583,5712.4
OP-1000189,2023-03,30022029,INDIA,VACINA PARA USO VETERINARIO INATIVADA CONTRA CLOSTRIDIOSE EM FRASCO AMPOLA CONTENDO 50 DOSES 100ML,0.145,11.13
OP-1000141,2023-01,85044021,JAPAO,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN LOTE 774/24,0.999,66.94
OP-1000102,2023-03,85423190,ESTADOS UNIDOS,CIRCUITO INTEGRADO MICROCONTROLADOR SMD 32 BITS NUCLEO ARM CORTEX-M4 FLASH 512KB ENCAPSULAMENTO LQFP-64 LOTE 175/21,0.002,5.11
OP-1000486,2024-08,85437031,ITALIA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A GERADORES DE EFEITOS ESPECIAIS COM MANIPULAÇÃO EM 2 OU 3 DIMENSÕES, MESMO COMBINADOS COM DISPOSITIVO DE COMUTAÇÃO, DE MAIS DE 10 ENTRADAS DE ÁUDIO OU DE VÍDEO",320.184,1085.9
OP-1000456,2024-07,84099949,COREIA DO SUL,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTRAS BIELAS, PARA MOTORES DIESEL/SEMIDIESEL",411.021,3980.24
OP-1000234,2023-01,39233090,ALEMANHA,FRASCOS DE POLIETILENO TEREFTALATO (PET) CAPACIDADE 500 ML CRISTAL TRANSPARENTE COM GARGALO 28MM PCO 1881 EMBALAGEM PADRAO PALETIZADA,1681.517,5082.31
OP-1000017,2024-10,84818099,ESTADOS UNIDOS,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL LOTE 868/23 EMBALAGEM PADRAO PALETIZADA,23.879,243.12
OP-1000128,2024-11,85423919,FRANCA,AMPLIFICADOR OPERACIONAL DE BAIXO RUIDO DUPLO TIPO SOIC-8 ALIMENTACAO 5V A 15V LOTE 490/24 EMBALAGEM PADRAO PALETIZADA,0.002,0.67
OP-1000030,2023-06,84818099,COREIA DO SUL,VALVULA DE RETENCAO DE FLUXO REF VRET-12 EM BRONZE CONEXAO ROSCADA 1/2 POLEGADA NPT,1.091,50.91
OP-1000476,2023-11,68043000,ALEMANHA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A PEDRAS PARA AMOLAR OU PARA POLIR, MANUALMENTE",459.472,8450.63
OP-1000393,2024-04,87083090,MEXICO,PASTILHA DE FREIO A DISCO DIANTEIRO ISENTA DE AMIANTO COMPATIVEL COM PICK-UP REF FP-882 JOGO C/ 4 PECAS LOTE 798/21,2.572,32.89
OP-1000340,2024-05,09011110,ESTADOS UNIDOS,CAFE CRU EM GRAO NAO DESCAFEINADO TIPO ARABICA SAFRA RECENTE SACAS DE JUTA DE 60 KG LOTE 454/21,28251.862,72139.35
OP-1000015,2023-02,84818099,ESTADOS UNIDOS,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL LOTE 256/22 EMBALAGEM PADRAO PALETIZADA,26.061,378.59
OP-1000292,2024-03,52083200,ESTADOS UNIDOS,TECIDO DE ALGODAO 100% TINTO EM LONA LIGAMENTO TELA LARGURA 1.60 M GRAMATURA 280 G/M2 DESTINADO A CONFECCAO,492.978,2234.51
OP-1000269,2024-01,31021010,MEXICO,UREIA AGRICOLA FERTILIZANTE GRANULADA COM TEOR MINIMO DE 46% DE NITROGENIO TOTAL EMBALAGEM BIG BAG DE 1000 KG EMBALAGEM PADRAO PALETIZADA,67093.78,20136.04
OP-1000070,2024-02,84822010,INDIA,ROLAMENTO DE ROLOS CONICOS SERIE METRICA REF 32210 DIMENSAO 50X90X24.75 MM APLICACAO TRANSMISSAO AUTOMOTIVA LOTE 661/24 EMBALAGEM PADRAO PALETIZADA,0.771,26.69
OP-1000338,2023-10,09011110,ESTADOS UNIDOS,CAFE CRU EM GRAO NAO DESCAFEINADO TIPO ARABICA SAFRA RECENTE SACAS DE JUTA DE 60 KG,26711.686,58781.79
OP-1000260,2023-12,38089199,COREIA DO SUL,INSETICIDA AGRICOLA FORMULACAO SUSPENSAO CONCENTRADA A BASE DE TIAMETOXAM 350 G/L GL COM 5 LITROS,9.356,116.31
OP-1000385,2023-12,87083090,MEXICO,PASTILHA DE FREIO A DISCO DIANTEIRO ISENTA DE AMIANTO COMPATIVEL COM PICK-UP REF FP-882 JOGO C/ 4 PECAS LOTE 711/22,3.828,38.02
OP-1000034,2024-10,84818099,INDIA,VALVULA DE RETENCAO DE FLUXO REF VRET-12 EM BRONZE CONEXAO ROSCADA 1/2 POLEGADA NPT LOTE 258/22,1.441,49.93
OP-1000082,2023-01,84137090,CHINA,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX LOTE 304/21 EMBALAGEM PADRAO PALETIZADA,37.223,2267.35
OP-1000264,2024-11,38089199,ALEMANHA,INSETICIDA AGRICOLA FORMULACAO SUSPENSAO CONCENTRADA A BASE DE TIAMETOXAM 350 G/L GL COM 5 LITROS,7.0,67.02
OP-1000029,2023-02,84818099,ESTADOS UNIDOS,VALVULA DE RETENCAO DE FLUXO REF VRET-12 EM BRONZE CONEXAO ROSCADA 1/2 POLEGADA NPT LOTE 447/21,1.98,35.82
OP-1000192,2023-06,30022029,ESTADOS UNIDOS,VACINA PARA USO VETERINARIO INATIVADA CONTRA CLOSTRIDIOSE EM FRASCO AMPOLA CONTENDO 50 DOSES 100ML LOTE 743/24,0.134,7.83
OP-1000404,2024-09,87089990,JAPAO,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM EMBALAGEM PADRAO PALETIZADA,6.485,41.71
OP-1000345,2023-12,18063210,FRANCA,CHOCOLATE EM TABLETES CONTENDO CACAU RECHEADO EM EMBALAGENS DE 100G PARA CONSUMO DIRETO LOTE 204/22,280.235,2870.3
OP-1000209,2024-12,30042099,ALEMANHA,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G LOTE 520/23 EMBALAGEM PADRAO PALETIZADA,0.088,18.19
OP-1000394,2023-06,87089990,ESTADOS UNIDOS,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 100/24,9.686,54.75
OP-1000315,2024-03,62034200,ESTADOS UNIDOS,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS LOTE 194/22,83.342,1185.33
OP-1000097,2024-11,85423190,INDIA,CIRCUITO INTEGRADO MICROCONTROLADOR SMD 32 BITS NUCLEO ARM CORTEX-M4 FLASH 512KB ENCAPSULAMENTO LQFP-64,0.003,3.51
OP-1000046,2024-12,84821010,ALEMANHA,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO LOTE 822/24 EMBALAGEM PADRAO PALETIZADA,0.108,9.18
OP-1000310,2023-08,62034200,INDIA,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS LOTE 381/21 EMBALAGEM PADRAO PALETIZADA,141.43,1826.02
OP-1000214,2023-05,30042099,INDIA,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G LOTE 193/22 EMBALAGEM PADRAO PALETIZADA,0.092,13.94
OP-1000471,2024-12,85414031,ARGENTINA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A FOTODIODOS EM MÓDULOS OU PAINÉIS,457.076,330.66
OP-1000165,2023-10,85365090,INDIA,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL LOTE 131/21 EMBALAGEM PADRAO PALETIZADA,0.525,43.39
OP-1000227,2024-01,39012010,INDIA,RESINA POLIETILENO DE ALTA DENSIDADE (PEAD) VIRGEM EM PELETS GRAU SOPRO INDICE FLUIDEZ 0.3 G/10MIN DENSIDADE 0.954 LOTE 656/24,18652.413,48230.17
OP-1000411,2023-05,87089990,ITALIA,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 500/21,6.454,56.86
OP-1000069,2024-08,84822010,INDIA,ROLAMENTO DE ROLOS CONICOS SERIE METRICA REF 32210 DIMENSAO 50X90X24.75 MM APLICACAO TRANSMISSAO AUTOMOTIVA EMBALAGEM PADRAO PALETIZADA,0.787,22.23
OP-1000424,2023-11,48171000,JAPAO,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A ENVELOPES, DE PAPEL OU CARTÃO",413.173,5736.78
OP-1000051,2024-02,84821010,ALEMANHA,ROLAMENTO DE ESFERAS RADIAL DE UMA CARREIRA REF 6205-2RS DIMENSAO 25X52X15 MM FOLGA C3 PARA MOTOR ELETRICO EMBALAGEM PADRAO PALETIZADA,0.211,9.16
OP-1000489,2023-11,56090090,FRANCA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A ARTIGOS DE FIOS, LÂMINAS OU FORMAS SEMELHANTES DAS POSIÇÕES 54.04 OU 54.05, CORDÉIS, CORDAS OU CABOS, NÃO ESPECIFICADOS NEM COMPREENDIDOS NOUTRAS POSIÇÕES, DE OUTRAS MATÉRIAS",6.686,2136.36
OP-1000144,2024-09,85044021,ALEMANHA,FONTE DE ALIMENTACAO CHAVEADA AC/DC ENTRADA 100-240V SAIDA 24VDC 10A 240W MODELO HDR-240-24 TRILHO DIN EMBALAGEM PADRAO PALETIZADA,1.148,58.9
OP-1000160,2023-11,85365090,ITALIA,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL LOTE 907/21,0.325,26.61
OP-1000156,2023-12,85365090,ITALIA,INTERRUPTOR SECCIONADOR ROTATIVO TRIPOLAR 63A 690V FIXACAO FRONTAL IP65 COM MANOPLA TRAVAVEL EMBALAGEM PADRAO PALETIZADA,0.329,32.15
OP-1000173,2024-12,30049099,COREIA DO SUL,MEDICAMENTO PARA USO HUMANO A BASE DE CLORIDRATO DE ONDANSETRONA 8MG COMPRIMIDOS CX C/ 30 UNIDADES,0.092,18.36
OP-1000011,2023-02,84818099,ARGENTINA,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL,20.358,391.49
OP-1000191,2023-08,30022029,ALEMANHA,VACINA PARA USO VETERINARIO INATIVADA CONTRA CLOSTRIDIOSE EM FRASCO AMPOLA CONTENDO 50 DOSES 100ML,0.163,12.18
OP-1000440,2024-01,85232921,ARGENTINA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A FITAS MAGNÉTICAS, NÃO GRAVADAS, DE LARGURA NÃO SUPERIOR A 4 MM, EM CASSETES",159.711,2755.96
OP-1000412,2023-02,87089990,ITALIA,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM EMBALAGEM PADRAO PALETIZADA,7.324,74.9
OP-1000494,2024-10,74153900,ITALIA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTROS ARTEFATOS ROSCADOS, DE COBRE",82.166,783.41
OP-1000496,2023-11,39072020,ALEMANHA,"ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A POLITETRAMETILENOETERGLICOL, EM FORMA PRIMÁRIA",444.078,1651.0
OP-1000170,2024-02,30049099,COREIA DO SUL,MEDICAMENTO PARA USO HUMANO A BASE DE CLORIDRATO DE ONDANSETRONA 8MG COMPRIMIDOS CX C/ 30 UNIDADES LOTE 420/24,0.092,17.88
OP-1000409,2023-02,87089990,CHINA,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM LOTE 507/23 EMBALAGEM PADRAO PALETIZADA,4.801,46.7
OP-1000341,2024-08,09011110,MEXICO,CAFE CRU EM GRAO NAO DESCAFEINADO TIPO ARABICA SAFRA RECENTE SACAS DE JUTA DE 60 KG LOTE 506/23,17196.451,43989.24
OP-1000206,2024-04,30042099,ARGENTINA,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G EMBALAGEM PADRAO PALETIZADA,0.062,22.13
OP-1000490,2023-03,38111900,ARGENTINA,ITEM IMPORTADO CONFORME ESPECIFICACAO COMERCIAL DO FORNECEDOR RELATIVO A OUTRAS PREPARAÇÕES ANTIDETONANTES,129.072,1124.94
OP-1000317,2023-07,62034200,FRANCA,CALCA MASCULINA DE TECIDO PLANO 100% ALGODAO DENIM SARJA 3X1 PESO 12 OZ TAMANHOS DIVERSOS LOTE 440/23 EMBALAGEM PADRAO PALETIZADA,127.223,1408.78
OP-1000074,2023-07,84137090,CHINA,BOMBA CENTRIFUGA MULTIESTAGIO VERTICAL POTENCIA 7.5 HP 220/380V VAZAO 12 M3/H PRESSAO 8.5 BAR ROTOR INOX LOTE 498/21 EMBALAGEM PADRAO PALETIZADA,51.071,1661.75
OP-1000207,2024-05,30042099,ESTADOS UNIDOS,ANTIBIOTICO CEFTIOFUR SODICO ESTERIL PO PARA SUSPENSAO INJETAVEL USO VETERINARIO FRASCO 4G LOTE 955/21 EMBALAGEM PADRAO PALETIZADA,0.052,14.22
OP-1000372,2024-01,87082999,MEXICO,PAINEL LATERAL EXTERNO ESTAMPADO EM CHAPA DE ACO GALVANIZADO PARA CARROCERIA DE VEICULO AUTOMOTOR COD PECA 517823 LOTE 701/21,16.39,142.26
OP-1000396,2023-02,87089990,ALEMANHA,BARRA ESTABILIZADORA DA SUSPENSAO DIANTEIRA FORJADA EM ACO LIGA DE ALTA RESISTENCIA DIAMETRO 24MM,6.798,39.36
OP-1000020,2023-06,84818099,ARGENTINA,VALVULA DE CONTROLE PNEUMATICA MODELO VCP-40 DN 50 CORPO EM ACO INOX AISI 316 PRESSAO 150 LBS APLICACAO INDUSTRIAL LOTE 897/21 EMBALAGEM PADRAO PALETIZADA,18.247,294.1
